,Field_ID,Elevation,Latitude,Longitude,Location,Slope,Rainfall,Min_temperature_C,Max_temperature_C,Ave_temps,Soil_Fertility,Soil_Type,pH,Pollution_Level,Plot_Size,Chosen_Crop,Annual_Yield,Standard_Yield
24887,24887,720.8318,-5.263223874,-5.123710649,Rural_Kilimani,17.867073,500.5,-4.3,30.5,13.1,0.59,Sandy,6.298020246,0.2983527872,1.4,potato,0.7390301198,0.527878657
8745,8745,767.17334,-4.118777792,-1.375871397,Rural_Kilimani,2.2031121,1164.8,-3.3,29.1,12.9,0.59,Sandy,6.017525778,0.7253069357,14.8,wheat,5.45382811,0.3685018993
43677,43677,758.05426,-1.888459641,-8.371537694,Rural_Kilimani,43.992733,690.4,-3.8,29.6,12.9,0.68,Sandy,5.725176246,0.007331129827,1.3,potato,0.8323135181,0.6402411678
36494,36494,391.66562,-11.00798275,-5.078664505,Rural_Hawassa,8.826451,1719,-6.2,33.5,13.65,0.65,Silt,7.021123107,0.03032204748,2.8,rice,1.479450992,0.5283753543
14005,14005,628.61115,-9.750894335,-2.619144995,Rural_Hawassa,23.790745,1784.5,-3.9,30.3,13.2,0.7,Silt,6.656435114,0.05327649557,0.7,coffee,0.3321737412,0.474533916
21023,21023,623.36896,-9.430990115,-2.326345053,Rural_Hawassa,2.233521,1708.4,-4.1,30.9,13.4,0.63,Silt,7.15206062,0.1047534111,10.2,banana,4.330935327,0.4246015026
9619,9619,278.64334,-11.3729439,-6.524645755,Rural_Hawassa,19.536598,1676,-7.2,32.7,12.75,0.68,Silt,7.017263247,0.02232306504,1.9,rice,0.9170739244,0.4826704865
22004,22004,761.76587,-4.974859507,-1.092080684,Rural_Kilimani,9.7825985,1187.3,-3.3,28.1,12.4,0.61,Sandy,6.593701212,0.8830138642,4.1,wheat,1.508627525,0.3679579328
41577,41577,748.6428,-0.7395078664,-2.839871105,Rural_Kilimani,18.038786,1015.2,-3.6,28.9,12.65,0.62,Sandy,5.914236612,0.01714177213,1,wheat,0.530826521,0.530826521
32498,32498,680.26807,-2.23539802,-2.88491725,Rural_Kilimani,0.61176217,854.9,-4.3,29.8,12.75,0.56,Sandy,6.426755421,0.2494570539,9.2,wheat,5.061088197,0.5501182823
13911,13911,641.74225,-6.524817979,-0.2226900881,Rural_Sokoto,23.805483,1286.9,-4.3,29.5,12.6,0.66,Volcanic,3.990651608,0.9104825269,1.4,cassava,0.3812589157,0.272327797
23327,23327,743.09607,-1.924505187,-4.074135474,Rural_Kilimani,14.178763,687.6,-3.9,31.2,13.65,0.59,Sandy,6.417098945,0.0796100857,1.6,maize,0.9342983155,0.5839364472
7134,7134,622.72174,-5.781378596,-7.006639505,Rural_Amanzi,17.108318,519.8,-5.2,28.2,11.5,0.58,Loamy,4.655370933,0.4023597009,1.5,potato,0.8519022122,0.5679348081
1900,1900,654.2441,-6.835710812,-2.722751128,Rural_Hawassa,1.921074,963.2,-4.5,31.8,13.65,0.57,Sandy,5.6562512,0.4022880949,13.3,wheat,5.542014001,0.416692782
29073,29073,550.62494,-6.267993465,-4.042603173,Rural_Hawassa,7.9616923,544.5,-5.8,28.4,11.3,0.56,Loamy,6.739027444,0.1892154871,2.9,maize,1.865167723,0.6431612836
17052,17052,323.99857,-6.34459025,-1.668671338,Rural_Hawassa,13.908305,718.7,-7.7,29.5,10.9,0.59,Loamy,4.905469581,0.8273514812,1.1,wheat,0.4143284721,0.3766622474
25998,25998,299.9205,-11.94516694,-5.497593652,Rural_Hawassa,8.8503475,1722.1,-7,32.3,12.65,0.65,Silt,6.449584342,0.00104501682,4.6,wheat,2.361100123,0.5132826354
19354,19354,347.66638,-10.02574162,-6.916547215,Rural_Akatsi,6.8638744,1473.5,-6.8,34.8,14,0.62,Silt,6.431831294,0.08578981903,3.7,rice,2.334581743,0.6309680388
39042,39042,864.65704,-3.672714162,-3.66872017,Rural_Kilimani,24.962778,814.9,-2.7,30.2,13.75,0.63,Sandy,5.578098581,0.2449613881,1.1,wheat,0.5491129734,0.4991936122
40148,40148,916.2983,-3.879976051,-2.078591257,Rural_Kilimani,31.376312,1187.6,-1.9,30.7,14.4,0.68,Sandy,6.315422894,0.4944722946,2,coffee,0.5563546797,0.2781773399
24137,24137,377.13028,-1.108974712,-4.930012226,Rural_Kilimani,9.895636,188.9,-7.7,29.3,10.8,0.54,Loamy,6.237140165,0.03045729577,4.3,wheat,2.82854637,0.6578014813
8768,8768,386.60968,-11.06655676,-5.006590673,Rural_Hawassa,3.8329833,1724.4,-6.2,32.6,13.2,0.63,Silt,6.972750532,0.02742951352,5.5,banana,2.183995715,0.3970901301
3862,3862,466.20282,-9.417473036,-3.092129516,Rural_Hawassa,17.861168,1467.7,-5.7,32.3,13.3,0.66,Silt,5.441451705,0.005889694778,0.9,banana,0.3748668457,0.4165187174
32331,32331,651.2241,-7.40342816,-4.290356969,Rural_Hawassa,8.262776,898.8,-4.6,31.1,13.25,0.59,Sandy,5.913937322,0.09121485495,2.1,potato,1.192041111,0.5676386242
454,454,756.6148,-2.366063124,-6.506627297,Rural_Kilimani,12.518321,515.5,-4,30.8,13.4,0.57,Sandy,5.626455421,0.3073732369,1.9,wheat,0.9352089528,0.4922152383
34644,34644,652.4048,-5.267729567,-7.452596339,Rural_Amanzi,10.279172,542,-4.9,32.2,13.65,0.57,Sandy,5.026687097,0.4478516833,3.2,potato,1.723836727,0.5386989772
22902,22902,291.61734,-13.37797739,-7.70485475,Rural_Hawassa,4.35575,1556.2,-7.2,33.1,12.95,0.62,Silt,6.22556523,3.98E-05,4.8,rice,2.94750452,0.6140634417
18481,18481,691.9521,-7.295291522,-6.988621047,Rural_Akatsi,0.66108894,934.5,-4.2,31.1,13.45,0.56,Sandy,4.882790314,0.1669991705,9.7,potato,5.190461816,0.5350991563
44554,44554,648.3,-6.213925146,-2.308326595,Rural_Hawassa,13.218062,921.5,-4.6,30.6,13,0.6,Sandy,5.35041996,0.6123091734,1.5,potato,0.7495679441,0.4997119627
11348,11348,747.9583,-3.807884959,-6.020128932,Rural_Kilimani,25.975958,483.6,-4.1,31.3,13.6,0.61,Sandy,5.583190042,0.2253463185,1.6,wheat,0.7976510798,0.4985319249
14499,14499,769.43964,-8.989432178,-2.330849668,Rural_Hawassa,25.681625,1731.4,-2.7,32,14.65,0.7,Volcanic,4.477729319,0.03323431227,1.7,tea,1.336369497,0.7860997044
5657,5657,537.6321,-9.133614362,-6.772399551,Rural_Akatsi,13.716626,1378.3,-5.2,31.4,13.1,0.64,Silt,5.529862689,0.04235702761,1.6,banana,0.6859435441,0.4287147151
16947,16947,675.0533,-7.281774443,-5.421015205,Rural_Hawassa,17.07238,835,-4.4,31,13.3,0.61,Sandy,5.842478504,0.2558562813,1,wheat,0.4974062044,0.4974062044
2191,2191,558.40546,-6.209419453,-3.393938687,Rural_Hawassa,20.050722,634.1,-5.7,28.9,11.6,0.6,Loamy,6.210141872,0.4541520251,1.4,wheat,0.9116510219,0.6511793014
6946,6946,762.97943,-7.331337068,-7.227365615,Rural_Akatsi,11.8293295,1044.7,-3.4,27.9,12.25,0.61,Sandy,5.444941095,0.1276730178,1.2,wheat,0.5502213278,0.4585177731
30899,30899,606.9744,-2.321006192,-4.074135474,Rural_Kilimani,7.423347,529.1,-5.3,31.4,13.05,0.56,Loamy,4.84351889,0.1224033279,4.9,maize,2.648437869,0.5404975242
25997,25997,302.74683,-11.66581396,-6.114725836,Rural_Hawassa,8.925541,1713.6,-7,34.1,13.55,0.65,Silt,6.108640029,0.008480280627,2.4,rice,1.411451647,0.5881048531
17115,17115,640.3584,-6.434704115,-7.35349482,Rural_Amanzi,17.653564,748.2,-4.4,31.8,13.7,0.6,Sandy,5.484345577,0.4374495521,0.8,potato,0.4449743431,0.5562179288
14756,14756,800.60724,-2.902240619,-7.227365615,Rural_Kilimani,18.53317,609.8,-3.5,30.1,13.3,0.6,Sandy,5.690706725,0.1164799381,0.8,wheat,0.44351324,0.55439155
7397,7397,838.43396,-5.209155555,-3.664215556,Rural_Kilimani,9.981896,777.8,-3,31,14,0.58,Rocky,4.535708585,0.1970634107,2.4,tea,1.178233371,0.4909305713
43709,43709,822.456,-8.336106659,0.08812831147,Rural_Sokoto,4.301949,1853.2,-2.1,28.3,13.1,0.65,Volcanic,4.146247114,0.143789157,4.3,tea,3.225064779,0.750015065
14065,14065,594.45905,-1.487452943,-4.078640089,Rural_Kilimani,21.703142,546.4,-5.4,30.4,12.5,0.6,Loamy,5.547903667,0.04096580936,0.8,potato,0.5595944397,0.6994930496
26392,26392,969.9751,-4.289994135,-3.871427822,Rural_Kilimani,4.92645,871.5,-1.7,28,13.15,0.57,Rocky,4.323959894,0.2105660502,2.7,tea,1.022504678,0.3787054364
38917,38917,849.4523,-2.22188094,-0.9614468639,Rural_Kilimani,13.276266,1463.8,-2.2,29.8,13.8,0.64,Volcanic,5.657370599,0.1318656586,0.7,cassava,0.3569572595,0.5099389422
33676,33676,856.2192,-0.8386331175,-2.578603465,Rural_Kilimani,18.270403,1202.5,-2.4,27.2,12.4,0.64,Sandy,6.460492235,0.02241353174,1.2,maize,0.6318681185,0.5265567654
7969,7969,524.0104,-1.712737605,-5.105692191,Rural_Kilimani,12.165357,319,-6.3,32.8,13.25,0.55,Loamy,5.069695574,0.1085744399,1.1,potato,0.6843514907,0.6221377188
17698,17698,857.4263,-7.358371228,-0.267736233,Rural_Sokoto,22.021997,1648.2,-2,29,13.5,0.68,Volcanic,3.909054073,0.5177037911,1.6,tea,0.8010130713,0.5006331695
34530,34530,825.18896,-4.222408736,-5.218307554,Rural_Kilimani,3.758104,575.2,-3.3,31.8,14.25,0.55,Sandy,5.206201152,0.2520604504,12.2,potato,7.604309357,0.6233040457
32077,32077,374.60858,-0.4150979535,-4.042603173,Rural_Kilimani,4.5945487,332.4,-7.6,31.7,12.05,0.53,Loamy,5.268066366,0.003792325462,2.6,potato,1.659330501,0.6382040389
13905,13905,885.4076,-4.398130773,-5.416510591,Rural_Kilimani,3.7613816,629.4,-2.7,28.2,12.75,0.55,Rocky,5.652544207,0.2712673104,7.5,potato,4.571941905,0.6095922539
22197,22197,542.87646,-1.744277458,-5.416510591,Rural_Kilimani,12.114856,312.4,-6.1,30.6,12.25,0.55,Loamy,4.88078744,0.170358976,0.7,potato,0.4150821647,0.592974521
14459,14459,435.98947,-0.2393759174,-3.803858605,Rural_Kilimani,32.076405,447.5,-6.9,31.6,12.35,0.63,Loamy,4.553353433,0.00266891566,1,potato,0.5727547285,0.5727547285
5020,5020,672.56177,-7.407933853,-5.898504341,Rural_Hawassa,8.668825,877,-4.4,32.1,13.85,0.59,Sandy,5.727443666,0.3541018758,3.9,cassava,2.164049994,0.5548846138
24138,24138,777.4731,-7.610690049,0.02055909417,Rural_Sokoto,9.9657135,1640.2,-2.7,27.4,12.35,0.65,Volcanic,5.050606561,0.3769136461,4.6,tea,3.275704592,0.712109694
15888,15888,371.51312,-11.19271617,-7.321962519,Rural_Hawassa,13.0767565,1781.3,-6.2,35.4,14.6,0.67,Silt,5.284847561,0.03617852109,1.3,rice,0.7284168409,0.5603206468
40991,40991,747.2899,-5.511037001,-2.128142016,Rural_Hawassa,7.503821,972.9,-3.8,32,14.1,0.59,Sandy,6.058899067,0.6779949092,3.8,cassava,2.010297842,0.529025748
21418,21418,505.53125,-10.56191912,-7.317457904,Rural_Akatsi,13.922118,1794.7,-5.1,30.6,12.75,0.67,Silt,6.075528608,0.02833719136,1.7,rice,1.140933796,0.6711375268
20868,20868,698.70374,-9.624734924,-9.303992893,Rural_Akatsi,4.3889475,1918.6,-3.2,30.7,13.75,0.65,Volcanic,4.728932424,0.239495935,4.4,tea,3.681430119,0.8366886634
1655,1655,903.53107,-3.654691389,-3.020055684,Rural_Kilimani,19.646078,982.3,-2.2,30.8,14.3,0.63,Sandy,5.556448142,0.3350549523,1.2,tea,0.5220111727,0.4350093106
28443,28443,629.7452,-5.641702105,-0.1100747259,Rural_Sokoto,4.4494057,1203.7,-4.5,29.9,12.7,0.6,Peaty,5.736849412,0.9519247439,4.2,wheat,1.307950443,0.3114167721
9532,9532,325.36624,-13.49061972,-6.727353407,Rural_Hawassa,8.16713,1567,-6.8,34.7,13.95,0.64,Silt,5.812126641,2.52E-07,3.4,banana,1.483103647,0.4362069549
22732,22732,785.5549,-4.163834724,-1.623625193,Rural_Kilimani,6.235189,1132.6,-3.1,28.3,12.6,0.6,Sandy,6.265268463,0.6756453052,4.2,maize,1.628133538,0.3876508424
26976,26976,548.1013,-1.352282146,-3.560609423,Rural_Kilimani,5.1718593,610,-5.8,30.5,12.35,0.55,Loamy,6.011564413,0.04885902746,2.5,potato,1.656613925,0.66264557
22730,22730,830.35297,-4.308016908,-5.087673733,Rural_Kilimani,31.357258,587.5,-3.2,29.1,12.95,0.63,Sandy,4.999228766,0.2550547295,1.1,potato,0.6645984571,0.6041804156
6887,6887,561.06793,-14.04031429,-6.556178056,Rural_Hawassa,6.2949696,1630.2,-4.8,29.2,12.2,0.63,Silt,5.51094231,2.04E-08,2.5,cassava,1.152257999,0.4609031995
20926,20926,752.8724,-6.272499158,-0.07403781004,Rural_Sokoto,28.944984,1387,-3.2,30.9,13.85,0.69,Volcanic,4.407745243,0.9805720293,0.6,tea,0.2787368036,0.4645613393
21122,21122,855.0053,-8.498311616,-7.930085474,Rural_Akatsi,18.908815,1597.5,-2.1,31.1,14.5,0.67,Volcanic,5.297479642,0.09060917894,2,cassava,0.9305181813,0.4652590906
14354,14354,749.4832,-8.800193063,-1.722726712,Rural_Sokoto,39.44482,1724.9,-2.9,27.7,12.4,0.74,Volcanic,4.936352801,0.06849299552,1,tea,0.8120806607,0.8120806607
26927,26927,603.8375,-7.601678662,-2.997532612,Rural_Hawassa,11.729171,1058.4,-4.9,32.1,13.6,0.61,Loamy,6.5857745,0.1600653711,2.2,wheat,1.500908209,0.6822310042
4867,4867,667.9047,-6.047214496,-7.493137869,Rural_Amanzi,27.768421,669.1,-4.6,30.7,13.05,0.63,Sandy,5.275558167,0.4705784143,1.2,wheat,0.47748475,0.3979039583
42235,42235,678.9252,-5.727310277,0.583635905,Rural_Sokoto,2.1646903,1312.5,-3.9,31.5,13.8,0.6,Volcanic,5.124346741,0.792791127,12.5,cassava,5.066650963,0.4053320771
34803,34803,719.75055,-9.025477724,-7.367008664,Rural_Akatsi,17.276016,1613.6,-3,30.9,13.95,0.67,Volcanic,4.878928512,0.04674954966,1,cassava,0.3967725449,0.3967725449
216,216,255.2269,-13.98174028,-7.754405509,Rural_Hawassa,2.9694586,1334.7,-7.8,33.1,12.65,0.6,Peaty,5.675920626,1.02E-07,8.2,rice,5.303880695,0.6468147189
29198,29198,460.43793,-9.949144837,-2.718246514,Rural_Hawassa,4.1531596,1646.7,-5.6,30.6,12.5,0.63,Silt,5.590934635,0.02898099271,2.1,rice,1.400462826,0.6668870601
5879,5879,488.3734,-9.038994804,-4.015575486,Rural_Hawassa,27.37799,1295.7,-5.7,32.6,13.45,0.67,Silt,5.466152959,0.009717065768,1.9,wheat,0.9105533723,0.479238617
21434,21434,699.37494,-6.412175648,-0.5425177166,Rural_Sokoto,17.671478,1295.8,-3.8,29.1,12.65,0.64,Volcanic,5.301747305,0.9027986053,1.7,cassava,0.7026609217,0.4133299539
34534,34534,654.35187,-8.241487101,1.106171185,Rural_Sokoto,4.329422,1697.8,-3.8,31.2,13.7,0.63,Volcanic,5.00311216,0.07965516399,3.9,tea,3.308350196,0.8482949221
43094,43094,340.47922,-11.107108,-6.015624318,Rural_Hawassa,7.066408,1682.3,-6.7,32.2,12.75,0.64,Silt,5.724924367,0.07974280625,4.5,banana,2.039611556,0.4532470125
15143,15143,653.30994,-4.204385964,-0.258727004,Rural_Kilimani,6.3369455,1221.2,-4.3,32.2,13.95,0.6,Volcanic,4.511033823,0.6733671101,2.8,cassava,0.9885739431,0.3530621225
12730,12730,821.0447,-10.14739534,0.1602021433,Rural_Sokoto,4.9105515,2243.5,-1.8,31.5,14.85,0.68,Volcanic,5.456048754,0.3733333398,2.3,coffee,1.404095967,0.6104765076
14532,14532,713.36017,-3.979101302,-5.110196806,Rural_Kilimani,20.5398,467.9,-4.4,31.7,13.65,0.59,Sandy,4.993106956,0.2276886314,0.7,potato,0.399516999,0.57073857
8568,8568,497.04648,-1.145020257,-4.623698441,Rural_Kilimani,17.562574,357,-6.5,30.1,11.8,0.57,Loamy,4.80525595,0.02233505643,1.5,potato,0.9003812466,0.6002541644
15638,15638,305.7894,-12.05780927,-8.150811584,Rural_Akatsi,2.595562,1768.3,-6.9,35.5,14.3,0.63,Silt,5.746390449,0.1423532279,6.3,rice,3.553396537,0.5640311963
17737,17737,410.6626,-14.51791778,-7.736387052,Rural_Hawassa,3.7614744,1297.8,-6.4,35,14.3,0.6,Peaty,4.418449262,6.66E-10,7.6,banana,2.712237314,0.3568733308
24508,24508,666.1967,-5.695770424,-3.920978581,Rural_Hawassa,11.70484,598.4,-4.7,27.8,11.55,0.57,Sandy,6.207843224,0.2026848217,2.7,wheat,1.570408305,0.5816327056
42516,42516,644.6085,-7.317819988,-1.970480509,Rural_Sokoto,3.7171013,1186.7,-4.4,30.8,13.2,0.59,Sandy,5.659774958,0.5764305643,14.1,cassava,7.242817778,0.5136750197
43611,43611,492.16647,-11.73339936,-5.33542753,Rural_Hawassa,6.04406,1911.4,-5.1,33.3,14.1,0.66,Silt,7.00889999,0.002557976775,4.4,banana,2.120854912,0.48201248
1175,1175,877.0457,-4.501761717,-3.083120287,Rural_Kilimani,2.6625178,912.3,-2.5,30.7,14.1,0.57,Rocky,5.083564075,0.2415588268,12,tea,5.866335657,0.4888613047
19327,19327,885.0746,-4.312522601,-2.880412635,Rural_Kilimani,15.174278,966,-2.4,27.7,12.65,0.61,Rocky,5.036487183,0.2859178663,2,potato,1.041376494,0.5206882471
22238,22238,711.9186,-6.335578863,-6.898528757,Rural_Amanzi,2.7256188,700.7,-4.2,30,12.9,0.55,Sandy,5.503011515,0.3578279662,11.9,potato,7.005794805,0.5887222525
31142,31142,780.4144,-10.94490304,0.002540636228,Rural_Sokoto,2.418983,2298.6,-2.1,29.1,13.5,0.67,Volcanic,5.569995043,0.3340182756,11.3,banana,5.982401015,0.5294160191
19489,19489,408.2185,-1.00984946,-4.889470696,Rural_Kilimani,22.217062,226.2,-7.4,32.6,12.6,0.58,Loamy,5.750507082,0.02311588018,1.3,potato,0.8040841064,0.6185262357
33834,33834,528.3222,-9.854525279,-2.772301887,Rural_Hawassa,4.886948,1680.7,-5,28.9,11.95,0.63,Silt,7.465094048,0.02265907593,4.7,banana,1.781276405,0.3789949798
22798,22798,918.03503,-3.758322333,-6.357975019,Rural_Kilimani,12.265815,671.4,-2.3,27,12.35,0.58,Rocky,4.919414093,0.2113926311,1.9,potato,1.072091692,0.5642587851
26157,26157,502.82468,-7.214189044,-0.9614468639,Rural_Sokoto,2.1339421,1168.3,-5.7,31.6,12.95,0.59,Loamy,5.01449797,0.6211995701,10.6,wheat,4.238186477,0.3998289129
44980,44980,633.83014,-1.591083888,-3.839895521,Rural_Kilimani,5.1923375,630.8,-5,31.7,13.35,0.56,Loamy,5.171342942,0.05933446514,2,wheat,1.262173868,0.6310869339
898,898,688.1153,-2.906746312,-4.285852355,Rural_Kilimani,7.688359,557.4,-4.5,30.9,13.2,0.56,Sandy,6.240424505,0.1550009043,3.2,wheat,1.886011372,0.5893785538
24294,24294,732.8572,-7.772895005,-3.75881246,Rural_Hawassa,14.985387,1148.5,-3.6,29.5,12.95,0.63,Sandy,5.436396436,0.05826559498,0.9,cassava,0.5211610864,0.5790678737
5595,5595,901.29645,-3.812390652,-4.420990789,Rural_Kilimani,11.31634,733.9,-2.4,25.9,11.75,0.58,Rocky,5.847242163,0.1990961678,3.1,maize,1.766658645,0.5698898855
27324,27324,647.6598,-6.078754349,-2.083095871,Rural_Hawassa,23.839304,949,-4.5,29.2,12.35,0.64,Sandy,5.54706071,0.7196827512,0.7,wheat,0.2207903928,0.3154148468
16174,16174,894.8818,-3.114008201,-7.646294762,Rural_Kilimani,41.814926,755.3,-2.5,29.6,13.55,0.68,Sandy,6.112489208,0.06756637612,0.5,maize,0.2977706061,0.5955412121
21594,21594,405.19174,-14.45483807,-7.844497799,Rural_Hawassa,13.724886,1324.5,-6.4,32.7,13.15,0.63,Silt,6.158116147,1.13E-09,0.6,banana,0.2515304861,0.4192174769
32202,32202,874.33307,-7.146603646,-7.668817834,Rural_Akatsi,6.4035673,1161.9,-2.3,27.6,12.65,0.6,Rocky,5.731601074,0.1203951822,3.2,wheat,1.662104793,0.5194077478
16864,16864,668.9178,-6.254476385,-7.578725545,Rural_Amanzi,0.6206682,720.5,-4.6,32.2,13.8,0.55,Sandy,5.95943141,0.4449848015,11.6,potato,6.197472424,0.5342648641
23186,23186,621.7154,-5.73181597,-0.1551208708,Rural_Sokoto,4.407593,1195.6,-4.6,31.4,13.4,0.6,Loamy,4.928813071,0.9699112807,3.6,wheat,1.255481486,0.3487448571
38453,38453,908.96967,-3.15455944,-2.655181911,Rural_Kilimani,0.7064519,1090.1,-2,28.6,13.3,0.58,Rocky,5.692139064,0.4006271162,6.9,coffee,2.109426164,0.3057139368
42326,42326,378.53366,-11.25129018,-5.137224493,Rural_Hawassa,3.676311,1766.9,-6.1,33,13.45,0.64,Silt,6.438598422,0.01537256664,14.9,banana,7.080857451,0.4752253323
42555,42555,535.1116,-6.898790518,-0.592068476,Rural_Sokoto,17.651728,1190.8,-5.4,30.8,12.7,0.64,Loamy,4.518101988,0.7374171825,1.8,wheat,0.6484547655,0.3602526475
24097,24097,563.3928,-9.494069821,-7.596744002,Rural_Akatsi,3.2066677,1584.3,-4.7,33.1,14.2,0.62,Silt,7.064505011,0.0663166314,13.3,wheat,6.902964799,0.5190199097
4550,4550,774.3505,-3.415889648,-1.574074434,Rural_Kilimani,3.451103,1170.4,-3.2,27.2,12,0.59,Sandy,6.24447266,0.482681768,7.5,wheat,3.431769542,0.4575692723
9724,9724,663.2668,-6.123811281,-7.475119411,Rural_Amanzi,14.734483,675.6,-4.7,31.1,13.2,0.59,Sandy,5.335321568,0.475937108,1.1,wheat,0.4398378622,0.399852602
22780,22780,834.859,-8.191924476,-0.6416192353,Rural_Sokoto,3.9138854,1774,-2.1,31.1,14.5,0.64,Volcanic,5.075692014,0.1939435064,7.3,banana,4.035431353,0.5527988155
25310,25310,767.877,-3.596117377,-0.9974837798,Rural_Kilimani,0.41681483,1264.2,-3.2,30.8,13.8,0.59,Volcanic,4.68886883,0.5679864366,7.1,tea,3.863360909,0.5441353393
12804,12804,967.808,-4.907274108,-4.132695462,Rural_Kilimani,15.2689295,831.8,-1.7,30.5,14.4,0.6,Rocky,4.636532369,0.2223922176,0.9,tea,0.3620704712,0.4023005236
3488,3488,360.79214,-1.464924477,-5.357950603,Rural_Kilimani,3.3150723,127.9,-7.9,33.5,12.8,0.51,Loamy,6.390356512,0.1091982413,8.8,wheat,5.699020762,0.6476159956
16201,16201,650.7205,-5.443451603,-0.3848562096,Rural_Kilimani,5.9266715,1185.7,-4.3,31.3,13.5,0.6,Sandy,5.688502727,0.9097096634,3.4,cassava,1.625663061,0.4781361945
21077,21077,580.33374,-7.142097952,-1.880388219,Rural_Sokoto,7.1371646,1094.4,-5,29.6,12.3,0.6,Loamy,6.603743215,0.6553466413,3.5,wheat,1.913717579,0.5467764512
19100,19100,751.48706,-7.799929165,-3.866923208,Rural_Hawassa,5.173813,1165.2,-3.4,30.8,13.7,0.6,Sandy,6.79834441,0.05528341488,2.1,coffee,0.8037541081,0.3827400515
38957,38957,599.2358,-6.578886298,-2.119132787,Rural_Hawassa,12.716914,972.1,-4.9,29.4,12.25,0.6,Loamy,6.172459635,0.6820878627,1,wheat,0.5434988712,0.5434988712
15258,15258,264.6121,-12.78322588,-7.389531736,Rural_Hawassa,2.8099818,1637.3,-7.5,34.4,13.45,0.62,Silt,6.74359184,0.00108737538,6.4,rice,3.413485417,0.5333570963
1107,1107,749.4789,-7.899054416,-6.285901187,Rural_Hawassa,6.4100723,1132,-3.5,30.1,13.3,0.6,Sandy,5.366133777,0.3382940757,2.2,cassava,1.203332041,0.5469691095
42380,42380,678.1884,-2.631899025,-4.63270767,Rural_Kilimani,3.1527948,509.7,-4.7,30.1,12.7,0.54,Sandy,4.961369093,0.1272579462,13.3,wheat,6.054951078,0.4552594796
12994,12994,808.7639,-8.444243297,-1.754259013,Rural_Sokoto,6.9860063,1677.6,-2.5,33.2,15.35,0.64,Volcanic,5.369877133,0.1402359702,2.2,tea,1.657954843,0.7536158377
31914,31914,89.34869,-12.19748576,-7.168805626,Rural_Hawassa,10.180563,1514.1,-9.1,35.9,13.4,0.64,Silt,7.493580063,0.006146444345,4.4,rice,1.923026106,0.4370513878
32226,32226,824.9876,-3.037411416,-3.200240264,Rural_Kilimani,20.228958,890.9,-3,30.8,13.9,0.62,Sandy,4.581150263,0.3374452956,0.6,tea,0.2860831427,0.4768052379
3375,3375,510.0518,-8.76865321,-6.371488862,Rural_Hawassa,8.852018,1197.6,-5.6,29.5,11.95,0.61,Loamy,6.594032534,0.09899421289,2.8,wheat,1.847825165,0.6599375588
19313,19313,721.4696,-8.624471026,-1.691194411,Rural_Sokoto,4.2133107,1650.5,-3.2,30.1,13.45,0.63,Volcanic,4.496403527,0.09919609762,4.6,tea,3.588320844,0.7800697487
17802,17802,585.2942,-6.659988776,-1.83083746,Rural_Hawassa,15.305453,1013.1,-5.1,30.6,12.75,0.62,Loamy,4.546038377,0.7637357606,0.9,wheat,0.3449675036,0.3832972262
27933,27933,647.7286,-9.530115366,-2.276794294,Rural_Hawassa,6.348182,1792.8,-3.5,29.8,13.15,0.65,Volcanic,5.171525984,0.1650421336,4.8,banana,2.588556307,0.5392825639
20066,20066,967.90314,-4.474727558,-4.294861584,Rural_Kilimani,10.985777,806.2,-1.8,30.3,14.25,0.59,Rocky,5.174931909,0.2246892127,3.7,tea,1.628206867,0.4400559099
31059,31059,482.1706,-10.85028348,-8.713888395,Rural_Akatsi,16.730902,1897.2,-5.2,28.4,11.6,0.69,Silt,6.682341418,0.1029491004,1.4,coffee,0.7390401813,0.5278858438
33552,33552,275.8716,-13.02202762,-7.038171806,Rural_Hawassa,1.3571546,1614.3,-7.3,31.6,12.15,0.62,Silt,5.526114472,4.27E-05,6.8,banana,2.776563959,0.4083182293
3564,3564,615.6537,-9.642757697,-2.339858897,Rural_Hawassa,21.014996,1755.2,-4.1,32,13.95,0.69,Silt,5.683806346,0.1736587531,1.4,banana,0.7347747239,0.5248390885
8358,8358,859.50476,-3.573588911,-4.637212285,Rural_Kilimani,3.3790054,671.2,-2.9,30.4,13.75,0.55,Rocky,5.253078595,0.184091936,6.6,wheat,3.532479169,0.5352241165
26098,26098,589.2608,-11.13864785,-9.718417426,Rural_Akatsi,6.910313,2093.8,-4,29,12.5,0.67,Silt,5.604784026,0.009435961654,2.1,coffee,1.133791726,0.5399008219
7686,7686,601.029,-6.227442226,-3.673224785,Rural_Hawassa,2.9507537,639.2,-5.3,32.3,13.5,0.55,Loamy,5.135874986,0.2973985933,5.7,maize,3.137315218,0.5504061786
36913,36913,840.9234,-7.975651201,-0.5560315601,Rural_Sokoto,5.048563,1737.2,-2.1,29,13.45,0.64,Volcanic,4.652111067,0.2600974817,4.7,tea,3.489094922,0.7423606217
36075,36075,672.0867,-9.034489111,-5.110196806,Rural_Hawassa,3.0657983,1440.7,-3.9,28.2,12.15,0.61,Volcanic,4.632897004,0.05222543034,11.8,tea,9.01475963,0.7639626805
2185,2185,760.91797,-7.953122734,1.696275683,Rural_Sokoto,3.2827313,1742.2,-2.8,30.6,13.9,0.63,Volcanic,5.286947639,0.05644616789,11.3,tea,9.153510048,0.810045137
